epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,240.009,1.08201,0.9119,1.0971,0.59783,0.80414,0.64418,0.48457,0.99609,1.30765,1.00454,0.00551584,0.00551584,0.00551584
49,245.22,1.07267,0.8626,1.07866,0.72268,0.77113,0.7401,0.56076,0.98553,1.05005,1.00113,0.00536081,0.00536081,0.00536081
50,249.88,1.06358,0.84399,1.06062,0.67565,0.89957,0.81667,0.59377,1.04715,1.03111,1.02144,0.00520548,0.00520548,0.00520548
51,255.127,1.08397,0.87393,1.05812,0.66195,0.84249,0.81846,0.59341,1.07208,1.04933,1.05294,0.00505,0.00505,0.00505
52,259.865,1.11009,0.84581,1.10267,0.67956,0.76111,0.80736,0.56578,1.18136,1.03507,1.07219,0.00489452,0.00489452,0.00489452
53,264.298,1.06255,0.89868,1.05581,0.77163,0.70927,0.8031,0.62902,0.91236,0.96133,0.9862,0.00473919,0.00473919,0.00473919
54,269.895,1.11896,0.87291,1.08541,0.68818,0.85018,0.79953,0.55023,1.19712,1.01482,1.05469,0.00458416,0.00458416,0.00458416
55,274.591,1.03717,0.8419,1.04651,0.69651,0.91853,0.79766,0.59687,0.99263,0.97765,0.98751,0.0044296,0.0044296,0.0044296
56,279.416,1.10745,0.89322,1.10955,0.73181,0.79011,0.83689,0.63923,0.96348,1.21502,1.00104,0.00427565,0.00427565,0.00427565
57,284.677,1.0783,0.8428,1.08085,0.60048,0.87865,0.79921,0.5933,1.03337,1.17367,1.01116,0.00412246,0.00412246,0.00412246
58,289.201,1.07373,0.82135,1.06839,0.62132,0.89046,0.82612,0.56196,1.22193,1.04957,1.0689,0.00397019,0.00397019,0.00397019
59,294.791,1.00972,0.76771,1.03807,0.80773,0.80476,0.83374,0.63091,0.99202,0.86007,0.99019,0.00381899,0.00381899,0.00381899
60,299.674,1.08409,0.87151,1.08511,0.71123,0.78513,0.79149,0.62704,0.91005,1.00866,0.97863,0.00366899,0.00366899,0.00366899
61,304.218,1.07201,0.84035,1.07333,0.77402,0.85934,0.86319,0.69526,0.84208,0.86093,0.95404,0.00352037,0.00352037,0.00352037
62,309.496,1.07675,0.81858,1.04801,0.53341,0.81408,0.8139,0.53882,1.14252,1.04753,1.0216,0.00337325,0.00337325,0.00337325
63,314.579,1.0895,0.87895,1.06394,0.46317,0.92857,0.86622,0.69864,0.83326,1.00987,0.95807,0.00322778,0.00322778,0.00322778
64,319.327,1.02841,0.79806,1.04859,0.8494,0.8978,0.89379,0.71434,0.85542,0.91702,0.96502,0.00308412,0.00308412,0.00308412
65,324.555,0.98749,0.7593,1.03501,0.79517,0.88624,0.88788,0.7109,0.83693,0.80484,0.95455,0.00294239,0.00294239,0.00294239
66,329.222,1.00445,0.76357,1.03281,0.85337,0.72576,0.88137,0.71362,0.83974,0.80649,0.94085,0.00280275,0.00280275,0.00280275
67,334.598,0.95456,0.72753,0.99727,0.76602,0.69134,0.82916,0.64568,0.92587,0.92308,0.96117,0.00266532,0.00266532,0.00266532
68,339.126,0.97347,0.77392,1.04224,0.71558,0.77546,0.77928,0.49285,1.36006,1.1278,1.11936,0.00253024,0.00253024,0.00253024
69,343.763,1.01202,0.74442,1.01959,0.79541,0.81922,0.87479,0.6578,1.00055,0.83642,0.98308,0.00239766,0.00239766,0.00239766
70,348.977,1.01408,0.75379,1.05346,0.79259,0.85514,0.85444,0.68255,0.88626,0.80137,0.95092,0.00226769,0.00226769,0.00226769
71,353.889,0.97733,0.73867,1.01357,0.88784,0.7348,0.87965,0.64986,0.96838,0.90776,0.979,0.00214046,0.00214046,0.00214046
72,359.285,1.06352,0.82,1.07694,0.80326,0.79853,0.88698,0.70557,0.84774,0.90344,0.94889,0.00201611,0.00201611,0.00201611
73,364.33,1.03022,0.76049,1.05224,0.74547,0.85764,0.90758,0.7282,0.82055,0.81709,0.92606,0.00189475,0.00189475,0.00189475
74,368.717,0.98804,0.71634,1.04712,0.7478,0.88834,0.904,0.71132,0.84907,0.78627,0.92449,0.00177651,0.00177651,0.00177651
75,374.086,0.98655,0.7266,1.00743,0.85549,0.83643,0.89799,0.71651,0.86188,0.75249,0.93468,0.00166149,0.00166149,0.00166149
76,378.748,0.98032,0.72432,1.03282,0.80433,0.87326,0.89496,0.68033,0.93464,0.79955,0.94949,0.00154982,0.00154982,0.00154982
77,383.948,0.98424,0.71654,1.03656,0.74188,0.84945,0.89301,0.67795,0.92418,0.84518,0.94859,0.00144161,0.00144161,0.00144161
78,388.906,0.98449,0.76792,1.03705,0.76735,0.76355,0.85399,0.62715,1.04354,0.98621,0.98315,0.00133695,0.00133695,0.00133695
79,393.545,0.96815,0.71752,1.03043,0.75908,0.72591,0.83866,0.64284,0.98141,1.02004,0.98009,0.00123596,0.00123596,0.00123596
80,398.665,0.91691,0.70245,0.98932,0.78238,0.80466,0.84635,0.70032,0.77212,0.84748,0.91597,0.00113873,0.00113873,0.00113873
81,403.531,0.96672,0.71474,1.04374,0.79713,0.87399,0.87669,0.717,0.78562,0.75762,0.91182,0.00104537,0.00104537,0.00104537
82,408.104,0.94034,0.68943,1.01662,0.74946,0.89707,0.89134,0.73482,0.77434,0.76097,0.90874,0.000955951,0.000955951,0.000955951
83,413.735,0.95435,0.7548,1.00979,0.74343,0.89707,0.90536,0.74121,0.77285,0.7584,0.91143,0.000870577,0.000870577,0.000870577
84,418.367,0.91086,0.72646,0.99043,0.7322,0.86777,0.8739,0.70683,0.79546,0.7942,0.92642,0.000789327,0.000789327,0.000789327
85,423.796,0.92147,0.67571,0.99679,0.69669,0.83044,0.86959,0.69903,0.83253,0.87658,0.94455,0.000712282,0.000712282,0.000712282
86,428.592,0.92994,0.68735,1.01419,0.6806,0.88903,0.88171,0.72121,0.79161,0.79803,0.92749,0.000639518,0.000639518,0.000639518
87,433.132,0.90405,0.68574,1.0004,0.78111,0.84175,0.89623,0.74404,0.75428,0.7344,0.91052,0.000571106,0.000571106,0.000571106
88,438.156,0.9104,0.68799,1.00241,0.85485,0.77729,0.90685,0.7445,0.78081,0.73132,0.91503,0.000507115,0.000507115,0.000507115
89,443.122,0.96155,0.70936,1.01685,0.86037,0.82743,0.90315,0.74783,0.75086,0.72092,0.90737,0.000447606,0.000447606,0.000447606
90,448.069,0.9269,0.70379,0.99794,0.85488,0.80259,0.90417,0.77204,0.71351,0.70741,0.89839,0.00039264,0.00039264,0.00039264
91,455.686,0.85105,0.79903,0.97483,0.84541,0.79861,0.9007,0.77039,0.70803,0.70223,0.89803,0.00034227,0.00034227,0.00034227
92,460.946,0.86175,0.66777,0.9864,0.87571,0.76484,0.89379,0.7556,0.70995,0.7197,0.89869,0.000296546,0.000296546,0.000296546
93,466.169,0.87401,0.66631,0.98569,0.87488,0.7597,0.89497,0.75563,0.71864,0.74455,0.90136,0.000255513,0.000255513,0.000255513
94,470.526,0.87637,0.67857,0.99833,0.82831,0.80134,0.90101,0.74918,0.76088,0.7471,0.90998,0.000219212,0.000219212,0.000219212
95,475.904,0.84954,0.62834,1.00106,0.81835,0.85818,0.88934,0.71894,0.83608,0.7596,0.92475,0.000187678,0.000187678,0.000187678
96,480.627,0.8433,0.59534,0.98182,0.85591,0.87709,0.88778,0.69427,0.90593,0.83797,0.94011,0.000160943,0.000160943,0.000160943
97,484.951,0.84328,0.64633,0.9833,0.85664,0.87863,0.8786,0.70312,0.87126,0.86171,0.93167,0.000139032,0.000139032,0.000139032
98,489.889,0.85898,0.64347,0.96667,0.8215,0.88242,0.8971,0.74124,0.78403,0.80488,0.9093,0.000121968,0.000121968,0.000121968
99,494.577,0.83268,0.62741,0.97828,0.8105,0.89011,0.90433,0.75883,0.73915,0.74298,0.9022,0.000109768,0.000109768,0.000109768
100,499.077,0.80616,0.61045,0.95246,0.81552,0.89193,0.90409,0.76088,0.72921,0.71136,0.89995,0.000102443,0.000102443,0.000102443
