epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,125.953,1.28394,1.08596,1.23247,0.47783,0.44691,0.40929,0.23772,1.64477,2.24032,1.41626,0.00886404,0.00886404,0.00886404
24,131.646,1.22058,1.02633,1.17547,0.25774,0.29347,0.18195,0.06717,2.4793,3.85894,2.10719,0.00876305,0.00876305,0.00876305
25,136.179,1.27577,1.01564,1.22149,0.38014,0.23651,0.21194,0.1031,2.28695,3.83605,2.17794,0.00865839,0.00865839,0.00865839
26,141.553,1.23939,1.06185,1.20275,0.1736,0.24261,0.21202,0.14406,2.05038,5.20068,2.0525,0.00855018,0.00855018,0.00855018
27,146.742,1.27684,1.02067,1.19992,0.377,0.2886,0.29239,0.19116,1.63418,3.41142,1.48804,0.00843851,0.00843851,0.00843851
28,151.749,1.28335,0.96921,1.22093,0.5194,0.57863,0.42607,0.23284,1.73222,2.45639,1.46855,0.00832349,0.00832349,0.00832349
29,157.432,1.20642,1.00541,1.18479,0.68185,0.804,0.76103,0.47984,1.33487,1.94117,1.18412,0.00820525,0.00820525,0.00820525
30,162.041,1.22475,1.02289,1.20896,0.62179,0.75067,0.66809,0.45104,1.1781,1.53888,1.11579,0.00808389,0.00808389,0.00808389
31,167.913,1.1668,0.93614,1.16926,0.59562,0.5887,0.6148,0.39059,1.17322,2.69329,1.13116,0.00795954,0.00795954,0.00795954
32,172.713,1.25663,0.94218,1.19482,0.69439,0.78237,0.79555,0.52068,1.17963,1.67305,1.11132,0.00783231,0.00783231,0.00783231
33,177.592,1.17359,0.91868,1.12444,0.63912,0.53557,0.44692,0.31007,1.26107,1.76003,1.15385,0.00770234,0.00770234,0.00770234
34,183.109,1.20444,0.98397,1.17415,0.5809,0.6539,0.59084,0.37244,1.42035,1.53399,1.21033,0.00756976,0.00756976,0.00756976
35,188.494,1.15196,0.93585,1.16328,0.44405,0.40816,0.37643,0.21572,1.72232,2.74445,1.36332,0.00743468,0.00743468,0.00743468
36,194.14,1.23305,0.95659,1.1851,0.70436,0.79132,0.79369,0.56479,1.06297,1.11535,1.05637,0.00729725,0.00729725,0.00729725
37,198.958,1.20561,0.92344,1.17762,0.67153,0.82595,0.82166,0.5817,1.02242,1.00624,1.03925,0.00715761,0.00715761,0.00715761
38,203.839,1.1808,0.8931,1.17522,0.67834,0.879,0.81942,0.57814,1.06399,1.20983,1.05491,0.00701588,0.00701588,0.00701588
39,209.425,1.18136,0.85935,1.17239,0.4422,0.86819,0.67997,0.49189,1.05135,1.34088,1.04493,0.00687222,0.00687222,0.00687222
40,214.088,1.10934,0.85671,1.12227,0.55931,0.8004,0.74138,0.523,1.14662,1.36947,1.09923,0.00672675,0.00672675,0.00672675
41,219.793,1.1086,0.8718,1.08395,0.52138,0.76752,0.67078,0.47432,1.20279,1.60822,1.1212,0.00657963,0.00657963,0.00657963
42,224.938,1.1512,0.8683,1.14388,0.63384,0.81773,0.74239,0.51071,1.24519,1.04067,1.17124,0.00643101,0.00643101,0.00643101
43,229.381,1.22611,0.89611,1.17237,0.57287,0.87634,0.72636,0.48373,1.24997,1.04275,1.15159,0.00628101,0.00628101,0.00628101
44,235.283,1.16989,0.8722,1.14585,0.62943,0.77218,0.70959,0.48559,1.12394,1.06528,1.11157,0.00612981,0.00612981,0.00612981
45,240.105,1.12644,0.84705,1.123,0.68484,0.69636,0.71803,0.4892,1.1911,1.14816,1.09625,0.00597754,0.00597754,0.00597754
46,245.723,1.12581,0.93183,1.09489,0.6417,0.84393,0.81139,0.61463,0.99069,0.93998,1.03102,0.00582435,0.00582435,0.00582435
47,250.921,1.1543,0.87122,1.13127,0.51233,0.79099,0.63057,0.46947,1.00642,1.25773,1.04618,0.0056704,0.0056704,0.0056704
48,255.754,1.13226,0.86759,1.12853,0.56629,0.87097,0.73838,0.52495,1.07412,1.29355,1.05178,0.00551584,0.00551584,0.00551584
49,261.306,1.10184,0.89317,1.11149,0.61189,0.72973,0.71255,0.46371,1.2421,1.40696,1.13731,0.00536081,0.00536081,0.00536081
50,266.02,1.10073,0.89201,1.1389,0.68102,0.80847,0.77417,0.55087,1.00882,1.01129,1.03789,0.00520548,0.00520548,0.00520548
51,271.732,1.10257,0.85518,1.09349,0.32138,0.40767,0.3345,0.24702,1.06217,2.74229,1.08627,0.00505,0.00505,0.00505
52,276.852,1.06079,0.86296,1.10022,0.54819,0.73589,0.70001,0.51761,0.99441,1.15278,1.01124,0.00489452,0.00489452,0.00489452
53,281.555,1.1175,0.88185,1.11477,0.60439,0.83095,0.74392,0.53541,1.06651,1.45078,1.02544,0.00473919,0.00473919,0.00473919
54,287.302,1.11162,0.82715,1.13136,0.63655,0.80785,0.8334,0.59759,1.04817,1.12137,1.02177,0.00458416,0.00458416,0.00458416
55,291.763,1.09723,0.78027,1.1219,0.79223,0.75625,0.82056,0.61783,0.96076,0.91579,0.99814,0.0044296,0.0044296,0.0044296
56,297.301,1.00411,0.76755,1.09352,0.71202,0.81653,0.80769,0.6069,0.93315,0.96757,1.01852,0.00427565,0.00427565,0.00427565
57,302.522,1.0704,0.82398,1.14132,0.42841,0.75378,0.66276,0.50287,0.99746,1.26223,1.05145,0.00412246,0.00412246,0.00412246
58,307.725,1.06546,0.7742,1.1004,0.44055,0.85856,0.72635,0.52412,1.02941,1.32977,1.05107,0.00397019,0.00397019,0.00397019
59,313.293,1.02583,0.80605,1.07677,0.48608,0.85264,0.74118,0.56048,0.91939,1.19458,1.0144,0.00381899,0.00381899,0.00381899
60,317.982,1.05805,0.8296,1.09725,0.74482,0.57594,0.74038,0.5614,0.92951,1.06626,1.0065,0.00366899,0.00366899,0.00366899
61,323.105,1.06131,0.83391,1.09107,0.45754,0.82167,0.79073,0.62284,0.90118,1.10413,0.98496,0.00352037,0.00352037,0.00352037
62,328.285,1.08128,0.78382,1.10042,0.60853,0.78019,0.80052,0.6162,0.90858,0.9615,0.99792,0.00337325,0.00337325,0.00337325
63,333.02,1.05334,0.76266,1.06929,0.66922,0.58543,0.6358,0.42917,1.15845,1.19298,1.08009,0.00322778,0.00322778,0.00322778
64,338.637,1.02431,0.75402,1.07798,0.4315,0.808,0.66157,0.5001,0.92115,1.08435,1.00437,0.00308412,0.00308412,0.00308412
65,343.406,1.0767,0.79696,1.09853,0.42406,0.95968,0.67967,0.53668,0.8803,1.18825,0.99137,0.00294239,0.00294239,0.00294239
66,348.494,1.03475,0.83986,1.05922,0.55131,0.813,0.71098,0.51414,1.01385,1.43246,1.02787,0.00280275,0.00280275,0.00280275
67,354.123,1.01875,0.8171,1.06418,0.49198,0.89046,0.7591,0.56264,0.90397,1.2229,1.01105,0.00266532,0.00266532,0.00266532
68,358.86,1.03055,0.77332,1.05883,0.64954,0.92944,0.8468,0.66189,0.83414,0.82563,0.97738,0.00253024,0.00253024,0.00253024
69,364.478,0.95527,0.73803,1.05436,0.67141,0.89583,0.83874,0.66951,0.85511,0.81816,0.96912,0.00239766,0.00239766,0.00239766
70,369.436,0.98434,0.68772,1.04771,0.75658,0.78629,0.82728,0.67125,0.82655,0.84194,0.95955,0.00226769,0.00226769,0.00226769
71,374.596,0.98839,0.72551,1.07366,0.77919,0.70329,0.78561,0.57704,1.0435,0.90512,1.01591,0.00214046,0.00214046,0.00214046
72,379.989,1.0044,0.72495,1.05267,0.73662,0.74731,0.80605,0.61323,0.92115,0.85691,0.98201,0.00201611,0.00201611,0.00201611
73,384.646,0.99941,0.72457,1.05428,0.7692,0.75487,0.84211,0.67457,0.80197,0.82357,0.95248,0.00189475,0.00189475,0.00189475
74,390.351,0.95011,0.67048,1.06004,0.719,0.82661,0.85572,0.68439,0.8122,0.79074,0.96282,0.00177651,0.00177651,0.00177651
75,395.142,0.95005,0.64271,1.03954,0.68219,0.87634,0.82999,0.64401,0.82727,0.81417,0.96716,0.00166149,0.00166149,0.00166149
76,400.008,0.95828,0.69695,1.06463,0.70559,0.78159,0.79461,0.5917,0.93635,0.86058,1.00633,0.00154982,0.00154982,0.00154982
77,405.639,0.93694,0.70496,1.03173,0.67854,0.75269,0.77045,0.56165,1.0112,0.88157,1.02925,0.00144161,0.00144161,0.00144161
78,410.455,0.95718,0.69362,1.01863,0.6001,0.78937,0.77379,0.54821,1.12404,0.96455,1.06611,0.00133695,0.00133695,0.00133695
79,415.973,0.9133,0.68365,1.01672,0.57781,0.85211,0.76373,0.5429,1.13335,0.99026,1.08215,0.00123596,0.00123596,0.00123596
80,420.831,0.9281,0.67598,0.99785,0.74662,0.84393,0.8199,0.62926,0.93303,0.86041,0.99265,0.00113873,0.00113873,0.00113873
81,425.766,0.93212,0.66583,1.01656,0.72843,0.83691,0.83854,0.64427,0.83925,0.85699,0.94879,0.00104537,0.00104537,0.00104537
82,431.706,0.93859,0.66554,1.02693,0.74211,0.76207,0.83285,0.66075,0.79835,0.84668,0.93488,0.000955951,0.000955951,0.000955951
83,436.477,0.93985,0.68454,1.05991,0.74765,0.76739,0.8323,0.6672,0.78821,0.84428,0.93544,0.000870577,0.000870577,0.000870577
84,442.083,0.92776,0.68978,1.03222,0.72362,0.85215,0.83667,0.65292,0.83838,0.88427,0.95408,0.000789327,0.000789327,0.000789327
85,446.769,0.95906,0.7002,1.03219,0.74064,0.79435,0.83905,0.6461,0.84763,0.91296,0.95934,0.000712282,0.000712282,0.000712282
86,451.659,0.95186,0.68762,1.04035,0.73947,0.79452,0.86483,0.68104,0.83255,0.87193,0.9597,0.000639518,0.000639518,0.000639518
87,457.346,0.92501,0.65911,1.01373,0.69851,0.80329,0.89104,0.70878,0.83716,0.85876,0.96231,0.000571106,0.000571106,0.000571106
88,462.07,0.87792,0.66533,0.99598,0.73841,0.88564,0.88654,0.70513,0.83183,0.81391,0.9616,0.000507115,0.000507115,0.000507115
89,467.027,0.8689,0.69538,0.99301,0.77848,0.8467,0.87917,0.69945,0.86919,0.8285,0.96981,0.000447606,0.000447606,0.000447606
90,472.196,0.94018,0.6562,1.01062,0.79711,0.80376,0.87805,0.67695,0.8982,0.82786,0.97712,0.00039264,0.00039264,0.00039264
91,479.416,0.88672,0.84377,1.01931,0.7957,0.82832,0.86677,0.6815,0.89495,0.80005,0.97778,0.00034227,0.00034227,0.00034227
92,485.447,0.89722,0.75739,1.03127,0.76083,0.81211,0.83861,0.67138,0.86468,0.81588,0.97327,0.000296546,0.000296546,0.000296546
93,489.957,0.88709,0.69306,1.01465,0.80148,0.7668,0.86068,0.68721,0.80392,0.79429,0.95459,0.000255513,0.000255513,0.000255513
94,495.432,0.86369,0.6387,1.00737,0.73088,0.78639,0.86114,0.70172,0.77986,0.80876,0.94079,0.000219212,0.000219212,0.000219212
95,500.228,0.84762,0.66747,0.98366,0.70572,0.8293,0.86249,0.68659,0.79185,0.85328,0.94014,0.000187678,0.000187678,0.000187678
96,504.686,0.89209,0.62913,1.03921,0.7214,0.85013,0.86138,0.68621,0.81248,0.93051,0.94567,0.000160943,0.000160943,0.000160943
97,510.041,0.8539,0.62678,1.01255,0.74014,0.79071,0.85655,0.67805,0.81091,0.9587,0.94595,0.000139032,0.000139032,0.000139032
98,514.488,0.8445,0.61195,0.97423,0.79565,0.73313,0.85289,0.68637,0.79978,0.96839,0.94631,0.000121968,0.000121968,0.000121968
99,519.165,0.81501,0.5982,0.98071,0.64434,0.92388,0.84901,0.68692,0.79387,0.93926,0.94799,0.000109768,0.000109768,0.000109768
100,524.235,0.81603,0.61941,0.99196,0.68783,0.8593,0.85082,0.69352,0.79127,0.88153,0.95076,0.000102443,0.000102443,0.000102443
