epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,249.736,1.10935,0.87281,1.10212,0.59211,0.76164,0.73163,0.48594,1.1388,1.13784,1.05423,0.00612981,0.00612981,0.00612981
45,254.972,1.15101,0.90267,1.12754,0.69111,0.69882,0.73833,0.53205,1.1147,1.19915,1.04489,0.00597754,0.00597754,0.00597754
46,259.997,1.0734,0.82502,1.08545,0.64774,0.86469,0.86853,0.61187,1.09996,1.16192,1.04862,0.00582435,0.00582435,0.00582435
47,264.953,1.12015,0.86203,1.13171,0.73282,0.83513,0.86321,0.6299,1.05037,0.93567,1.00312,0.0056704,0.0056704,0.0056704
48,270.053,1.09015,0.76888,1.11925,0.51875,0.81541,0.82524,0.58099,1.01517,1.7432,0.96534,0.00551584,0.00551584,0.00551584
49,275.587,1.11161,0.80443,1.09709,0.72802,0.69257,0.73227,0.51501,1.06298,1.21078,1.01334,0.00536081,0.00536081,0.00536081
50,280.555,1.09984,0.81819,1.13608,0.77121,0.70409,0.78812,0.53707,1.20924,1.47202,1.04209,0.00520548,0.00520548,0.00520548
51,285.1,1.13995,0.81526,1.11027,0.71928,0.80787,0.83352,0.60918,0.98704,1.21528,0.9827,0.00505,0.00505,0.00505
52,290.464,1.09128,0.81444,1.07835,0.47923,0.88703,0.78451,0.5787,1.02767,1.50393,1.01896,0.00489452,0.00489452,0.00489452
53,295.247,1.07563,0.8244,1.10392,0.7126,0.79439,0.81518,0.53956,1.20908,1.06561,1.09088,0.00473919,0.00473919,0.00473919
54,300.848,1.00838,0.75922,1.08043,0.6397,0.79902,0.77958,0.58981,0.95358,1.00232,0.97027,0.00458416,0.00458416,0.00458416
55,305.699,1.05087,0.72218,1.07996,0.77977,0.55785,0.76217,0.54242,1.04066,1.26886,1.00791,0.0044296,0.0044296,0.0044296
56,310.293,1.05034,0.75584,1.11168,0.73829,0.75484,0.82531,0.59323,1.05868,1.08109,1.0154,0.00427565,0.00427565,0.00427565
57,316.058,1.06881,0.77954,1.11347,0.45942,0.82,0.79119,0.58309,0.93541,1.32098,0.97194,0.00412246,0.00412246,0.00412246
58,320.796,1.06083,0.74064,1.04215,0.77923,0.49541,0.65039,0.46689,0.96823,1.5141,0.98479,0.00397019,0.00397019,0.00397019
59,326.096,1.07197,0.73323,1.10772,0.6806,0.77158,0.84591,0.65126,0.88962,1.19299,0.95677,0.00381899,0.00381899,0.00381899
60,331.325,1.0393,0.80382,1.07363,0.68231,0.86,0.8838,0.69414,0.87023,0.92882,0.94563,0.00366899,0.00366899,0.00366899
61,335.424,1.02741,0.76124,1.082,0.66193,0.8918,0.83081,0.6432,0.86118,1.01423,0.93374,0.00352037,0.00352037,0.00352037
62,341.141,1.03776,0.76137,1.0906,0.74484,0.80262,0.8798,0.67656,0.90608,0.8516,0.95585,0.00337325,0.00337325,0.00337325
63,346.08,1.03259,0.76336,1.09148,0.74234,0.70785,0.83858,0.66621,0.8509,0.92127,0.94031,0.00322778,0.00322778,0.00322778
64,351.104,1.01041,0.74494,1.06964,0.72541,0.76762,0.82836,0.64188,0.85932,0.88027,0.9425,0.00308412,0.00308412,0.00308412
65,356.525,1.006,0.70971,1.04108,0.73096,0.87499,0.86957,0.65615,0.92939,1.06665,0.95832,0.00294239,0.00294239,0.00294239
66,361.04,0.97597,0.72303,1.03333,0.81347,0.86,0.86892,0.66272,0.94195,1.12517,0.95519,0.00280275,0.00280275,0.00280275
67,366.663,0.92994,0.74181,1.00155,0.76242,0.75868,0.88144,0.67547,0.93279,0.86133,0.94235,0.00266532,0.00266532,0.00266532
68,371.536,0.95943,0.691,1.04665,0.69946,0.79664,0.86211,0.64594,1.00144,0.86607,0.95254,0.00253024,0.00253024,0.00253024
69,376.383,0.99771,0.70178,1.06502,0.76496,0.8071,0.87163,0.6388,0.99109,0.96071,0.95775,0.00239766,0.00239766,0.00239766
70,381.848,0.93461,0.67893,1.0281,0.80307,0.81541,0.89216,0.65858,0.93642,0.88705,0.94088,0.00226769,0.00226769,0.00226769
71,386.644,0.99735,0.66248,1.05105,0.86122,0.79564,0.88702,0.66895,0.94584,0.84269,0.94839,0.00214046,0.00214046,0.00214046
72,391.861,0.93288,0.71466,0.99584,0.82346,0.76787,0.88879,0.68304,0.88864,0.82193,0.93783,0.00201611,0.00201611,0.00201611
73,396.839,0.96491,0.70101,1.05338,0.87033,0.78066,0.90073,0.7096,0.92745,0.80441,0.95254,0.00189475,0.00189475,0.00189475
74,401.406,0.97298,0.67365,1.04732,0.79114,0.8427,0.88546,0.69405,0.90868,0.79651,0.95927,0.00177651,0.00177651,0.00177651
75,406.976,0.91029,0.65136,1.00018,0.78536,0.83803,0.86958,0.65958,1.00544,0.85673,0.99548,0.00166149,0.00166149,0.00166149
76,411.742,0.89881,0.6354,1.01679,0.81857,0.85443,0.87782,0.69044,0.89126,0.82232,0.95689,0.00154982,0.00154982,0.00154982
77,417.209,0.97294,0.64338,1.05152,0.85001,0.80608,0.90146,0.7121,0.86069,0.8007,0.93586,0.00144161,0.00144161,0.00144161
78,422.084,0.93871,0.65753,1.01094,0.78983,0.77967,0.90466,0.70418,0.89322,0.84649,0.93486,0.00133695,0.00133695,0.00133695
79,426.768,0.921,0.6809,1.02429,0.65228,0.91803,0.9032,0.71236,0.84773,0.86196,0.91258,0.00123596,0.00123596,0.00123596
80,432.19,0.92088,0.63906,1.01481,0.84937,0.72721,0.88082,0.70524,0.86087,0.84305,0.91791,0.00113873,0.00113873,0.00113873
81,436.932,0.89584,0.64017,1.02026,0.83951,0.81961,0.87331,0.68189,0.90455,0.89149,0.93628,0.00104537,0.00104537,0.00104537
82,442.386,0.90482,0.62382,1.00636,0.87207,0.80984,0.88533,0.68956,0.85456,0.8402,0.9279,0.000955951,0.000955951,0.000955951
83,447.664,0.9213,0.63603,1.04796,0.85089,0.79803,0.87804,0.68768,0.8437,0.83943,0.92985,0.000870577,0.000870577,0.000870577
84,452.433,0.89405,0.63142,1.00584,0.85821,0.82843,0.88069,0.68629,0.87853,0.87234,0.93969,0.000789327,0.000789327,0.000789327
85,458.024,0.92381,0.65953,1.02966,0.85042,0.66325,0.86479,0.6684,0.84357,0.97256,0.93063,0.000712282,0.000712282,0.000712282
86,463.047,0.87932,0.63264,0.99742,0.84641,0.60281,0.86557,0.68283,0.8156,0.97651,0.9236,0.000639518,0.000639518,0.000639518
87,468.263,0.91374,0.64797,0.99746,0.60714,0.81677,0.84623,0.66695,0.82765,0.94268,0.92774,0.000571106,0.000571106,0.000571106
88,473.627,0.8849,0.6175,0.99428,0.88279,0.71681,0.84663,0.67997,0.80168,0.87385,0.91842,0.000507115,0.000507115,0.000507115
89,478.515,0.88481,0.60829,1.0043,0.84539,0.69279,0.83712,0.66351,0.82058,0.92645,0.92068,0.000447606,0.000447606,0.000447606
90,483.946,0.91021,0.60196,1.03033,0.84904,0.71967,0.84216,0.66195,0.86657,0.94994,0.92794,0.00039264,0.00039264,0.00039264
91,492.012,0.88129,0.70113,1.02474,0.8386,0.78407,0.88384,0.68316,0.89843,0.85545,0.93273,0.00034227,0.00034227,0.00034227
92,497.896,0.88789,0.62371,0.98544,0.82843,0.8332,0.8994,0.696,0.9272,0.78103,0.93799,0.000296546,0.000296546,0.000296546
93,502.881,0.82044,0.60008,0.97911,0.82009,0.82164,0.89574,0.70016,0.88998,0.76075,0.92851,0.000255513,0.000255513,0.000255513
94,508.529,0.83497,0.56329,0.97652,0.82812,0.81903,0.89265,0.69989,0.8361,0.75166,0.91256,0.000219212,0.000219212,0.000219212
95,513.653,0.85084,0.59785,0.99116,0.80076,0.82531,0.89155,0.70519,0.79144,0.74323,0.90246,0.000187678,0.000187678,0.000187678
96,518.305,0.85382,0.61287,1.01481,0.77977,0.85718,0.88995,0.71676,0.76621,0.72658,0.89505,0.000160943,0.000160943,0.000160943
97,523.89,0.84777,0.61819,1.0009,0.75454,0.85902,0.88654,0.71311,0.76485,0.75838,0.89668,0.000139032,0.000139032,0.000139032
98,528.387,0.80691,0.57868,0.97234,0.75855,0.85902,0.88261,0.70266,0.76315,0.7642,0.89653,0.000121968,0.000121968,0.000121968
99,533.382,0.82818,0.58092,0.99686,0.75782,0.85902,0.8782,0.69901,0.76219,0.77139,0.89691,0.000109768,0.000109768,0.000109768
100,538.673,0.78874,0.56405,0.98831,0.75623,0.85902,0.87984,0.71167,0.75026,0.74392,0.89177,0.000102443,0.000102443,0.000102443
