epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,105.039,1.39629,1.20571,1.27149,0.42745,0.35664,0.18686,0.11395,1.66989,3.77755,1.71637,0.00938772,0.00938772,0.00938772
18,109.263,1.28768,1.13837,1.19749,0.58142,0.15789,0.06344,0.04524,1.82145,4.94719,2.48336,0.00931067,0.00931067,0.00931067
19,114.434,1.29971,1.11422,1.21622,0.1566,0.08248,0.06863,0.04007,1.60974,25.4239,1.55787,0.00922942,0.00922942,0.00922942
20,119.128,1.3143,1.16882,1.2525,0.2109,0.1795,0.03725,0.02522,1.45761,26.7585,1.31277,0.00914405,0.00914405,0.00914405
21,123.442,1.3138,1.17901,1.2379,0.16945,0.36222,0.21542,0.13768,1.40955,3.09674,1.21946,0.00905463,0.00905463,0.00905463
22,128.418,1.24324,1.12053,1.21351,0.53728,0.2663,0.29053,0.18573,1.46391,3.33509,1.24359,0.00896127,0.00896127,0.00896127
23,132.789,1.30854,1.09478,1.22239,0.00169,0.14611,0.00104,0.00052,1.93123,8.92341,1.71845,0.00886404,0.00886404,0.00886404
24,137.747,1.23364,1.05616,1.18386,0.47409,0.75295,0.61051,0.36065,1.41091,1.58003,1.23769,0.00876305,0.00876305,0.00876305
25,142.687,1.23963,1.06864,1.2108,0.16208,0.12019,0.07907,0.04426,2.24679,25.4299,2.62308,0.00865839,0.00865839,0.00865839
26,146.739,1.23492,1.01852,1.18341,0.27606,0.15789,0.14773,0.09952,2.05999,127.794,2.11028,0.00855018,0.00855018,0.00855018
27,151.818,1.23138,1.07552,1.20314,0.82183,0.02239,0.02483,0.0046,2.8048,8.56971,2.67577,0.00843851,0.00843851,0.00843851
28,156.217,1.25712,1.02539,1.14638,0,0,0,0,2.53388,7.40219,3.8104,0.00832349,0.00832349,0.00832349
29,160.571,1.18266,1.01231,1.15038,0.35177,0.05263,0.06872,0.04256,2.37097,62.7812,3.07183,0.00820525,0.00820525,0.00820525
30,165.73,1.26054,1.04087,1.2244,0.00131,0.08248,0.00115,0.00061,2.31602,134.76,2.10418,0.00808389,0.00808389,0.00808389
31,170.524,1.13585,0.97503,1.13916,0,0,0,0,6.27005,879.101,8.56933,0.00795954,0.00795954,0.00795954
32,174.81,1.15068,0.96944,1.13495,0,0,0,0,6.0825,257.127,8.86722,0.00783231,0.00783231,0.00783231
33,179.734,1.14953,0.93046,1.14778,0,0,0,0,6.51659,424.466,12.4006,0.00770234,0.00770234,0.00770234
34,184.236,1.18338,0.91547,1.15722,0.18683,0.20228,0.11857,0.07505,1.50146,4.38693,1.36539,0.00756976,0.00756976,0.00756976
35,189.049,1.17522,0.97037,1.17562,0.85427,0.2911,0.37505,0.21105,1.40501,2.20634,1.24488,0.00743468,0.00743468,0.00743468
36,193.541,1.11677,0.98383,1.14731,0.8023,0.49905,0.58763,0.43768,1.11562,1.31877,1.09797,0.00729725,0.00729725,0.00729725
37,197.907,1.07185,0.9108,1.11576,0.52846,0.34198,0.39392,0.29211,1.2722,3.15319,1.34443,0.00715761,0.00715761,0.00715761
38,202.948,1.06694,0.88284,1.06919,0.49416,0.49018,0.51944,0.38726,1.18563,2.18883,1.18292,0.00701588,0.00701588,0.00701588
39,207.486,1.12266,0.92491,1.12283,0.32177,0.94776,0.55452,0.38604,1.30053,2.12573,1.13024,0.00687222,0.00687222,0.00687222
40,211.595,1.08855,0.86788,1.10965,0.66872,0.83189,0.78295,0.57784,0.9944,0.98646,0.99362,0.00672675,0.00672675,0.00672675
41,216.626,1.0863,0.93523,1.09632,0.59252,0.73561,0.68279,0.49322,1.05826,1.27594,1.0063,0.00657963,0.00657963,0.00657963
42,221.521,1.14388,0.9207,1.11427,0.67414,0.83093,0.80338,0.55632,1.05645,1.49375,0.99502,0.00643101,0.00643101,0.00643101
43,225.677,1.07287,0.86058,1.0908,0.68143,0.73016,0.76832,0.55803,1.07085,1.32407,1.06152,0.00628101,0.00628101,0.00628101
44,230.631,1.105,0.87885,1.10344,0.48796,0.53928,0.55625,0.41935,1.13564,1.6495,1.0762,0.00612981,0.00612981,0.00612981
45,235.316,1.08175,0.86672,1.10962,0.58241,0.70627,0.63879,0.45029,1.09905,1.5556,1.05303,0.00597754,0.00597754,0.00597754
46,239.988,1.0616,0.83203,1.06163,0.3901,0.26944,0.26179,0.21153,1.13988,2.73819,1.06384,0.00582435,0.00582435,0.00582435
47,244.795,1.07104,0.8179,1.09443,0.54964,0.40454,0.51206,0.37953,1.06632,2.09128,1.04429,0.0056704,0.0056704,0.0056704
48,249.218,1.07814,0.84544,1.09208,0.53056,0.51199,0.56593,0.3977,1.22857,1.99333,1.10648,0.00551584,0.00551584,0.00551584
49,254.205,1.10762,0.80568,1.12091,0.53617,0.62763,0.63644,0.4916,0.96235,2.29969,1.00273,0.00536081,0.00536081,0.00536081
50,258.549,1.03874,0.81897,1.08004,0.68846,0.81077,0.85091,0.666,0.88639,1.00382,0.95931,0.00520548,0.00520548,0.00520548
51,262.95,1.06339,0.83116,1.09056,0.52183,0.78201,0.79587,0.61687,0.91518,1.02859,0.97103,0.00505,0.00505,0.00505
52,267.908,1.04988,0.85845,1.06555,0.64847,0.89513,0.81143,0.60616,0.94789,0.87008,0.98058,0.00489452,0.00489452,0.00489452
53,272.59,1.01833,0.81829,1.06967,0.49516,0.87851,0.68694,0.53242,0.87515,1.70382,0.9875,0.00473919,0.00473919,0.00473919
54,276.785,1.01918,0.8228,1.07279,0.57625,0.41555,0.44467,0.3358,0.94546,1.60909,1.06179,0.00458416,0.00458416,0.00458416
55,281.864,1.03101,0.79071,1.06332,0.44525,0.51395,0.4131,0.31682,0.95161,1.96863,1.06082,0.0044296,0.0044296,0.0044296
56,286.268,1.03359,0.81272,1.06344,0.71138,0.54779,0.61331,0.48077,0.93535,1.57233,1.03133,0.00427565,0.00427565,0.00427565
57,291.312,1.03801,0.83203,1.08376,0.73467,0.83857,0.88359,0.63319,0.91192,0.81586,0.96867,0.00412246,0.00412246,0.00412246
58,295.887,1.00413,0.78605,1.08964,0.69843,0.68331,0.79039,0.64464,0.81783,0.92347,0.93757,0.00397019,0.00397019,0.00397019
59,300.263,0.968,0.75786,1.04609,0.75078,0.8675,0.91327,0.72013,0.83848,0.75803,0.93898,0.00381899,0.00381899,0.00381899
60,305.518,0.97949,0.80672,1.04951,0.6979,0.62747,0.73184,0.57752,0.96468,1.22723,0.98202,0.00366899,0.00366899,0.00366899
61,309.786,0.92934,0.75665,1.02214,0.76893,0.87981,0.92516,0.74757,0.80062,0.72427,0.92899,0.00352037,0.00352037,0.00352037
62,314.062,0.96817,0.80481,1.04625,0.73708,0.90498,0.9063,0.66866,0.92245,0.73833,0.96832,0.00337325,0.00337325,0.00337325
63,319.069,1.00474,0.78474,1.07778,0.70057,0.95052,0.90021,0.72927,0.75391,0.7355,0.92352,0.00322778,0.00322778,0.00322778
64,323.506,0.96321,0.74915,1.03467,0.75943,0.68814,0.80162,0.62261,0.79615,0.82618,0.92905,0.00308412,0.00308412,0.00308412
65,327.688,0.93333,0.73283,1.03467,0.76572,0.86921,0.85498,0.669,0.79076,0.73651,0.92617,0.00294239,0.00294239,0.00294239
66,332.854,1.01175,0.79532,1.05903,0.6012,0.52632,0.58143,0.45093,0.86674,0.95835,0.94235,0.00280275,0.00280275,0.00280275
67,337.615,0.96152,0.72366,1.05217,0.84864,0.77455,0.82887,0.52347,1.23451,0.91321,1.05415,0.00266532,0.00266532,0.00266532
68,342.132,0.97418,0.74838,1.07207,0.77589,0.86042,0.90638,0.71134,0.81502,0.91108,0.92663,0.00253024,0.00253024,0.00253024
69,347.278,0.92927,0.71372,1.03891,0.90775,0.57531,0.70729,0.42336,1.30953,1.55787,1.10048,0.00239766,0.00239766,0.00239766
70,351.448,0.96224,0.69303,1.03043,0.92697,0.47994,0.55804,0.39004,1.10799,1.55463,1.01438,0.00226769,0.00226769,0.00226769
71,356.609,0.97966,0.74864,1.0621,0.90407,0.47152,0.5566,0.42735,0.93559,1.22232,0.9527,0.00214046,0.00214046,0.00214046
72,360.885,0.91239,0.71044,1.0232,0.7678,0.82718,0.84131,0.6774,0.77223,0.86264,0.90658,0.00201611,0.00201611,0.00201611
73,365.278,0.96234,0.69974,1.02291,0.83157,0.76355,0.85628,0.6725,0.79846,0.91353,0.90975,0.00189475,0.00189475,0.00189475
74,370.235,0.93252,0.71868,1.03515,0.84689,0.89513,0.91018,0.73709,0.75754,0.73415,0.90345,0.00177651,0.00177651,0.00177651
75,374.74,0.87886,0.69771,1.02306,0.81233,0.86155,0.90252,0.74084,0.72781,0.7535,0.89763,0.00166149,0.00166149,0.00166149
76,378.996,0.90294,0.68045,1.01064,0.74357,0.75648,0.83215,0.67536,0.79849,0.86146,0.92499,0.00154982,0.00154982,0.00154982
77,383.909,0.88154,0.64127,1.00346,0.74017,0.79772,0.83306,0.69436,0.74113,0.84996,0.91708,0.00144161,0.00144161,0.00144161
78,388.658,0.89118,0.6713,1.02274,0.75561,0.85782,0.86922,0.71637,0.74565,0.8035,0.91024,0.00133695,0.00133695,0.00133695
79,393.524,0.92744,0.67101,1.02088,0.81753,0.8681,0.88228,0.74671,0.68603,0.76211,0.89221,0.00123596,0.00123596,0.00123596
80,398.443,0.87647,0.67036,0.98813,0.6883,0.91284,0.8558,0.72219,0.68074,0.80261,0.89235,0.00113873,0.00113873,0.00113873
81,402.397,0.90545,0.68652,1.04862,0.67225,0.92269,0.85783,0.71249,0.70552,0.80123,0.89836,0.00104537,0.00104537,0.00104537
82,407.838,0.85885,0.67127,1.00195,0.68819,0.94059,0.87248,0.7242,0.69801,0.74944,0.89646,0.000955951,0.000955951,0.000955951
83,412.524,0.87475,0.67352,1.02032,0.73944,0.83111,0.8921,0.74352,0.72064,0.68465,0.90119,0.000870577,0.000870577,0.000870577
84,416.824,0.87737,0.68293,1.00583,0.77517,0.90166,0.90331,0.7509,0.71809,0.6808,0.89808,0.000789327,0.000789327,0.000789327
85,422.122,0.89295,0.6852,1.01752,0.80455,0.88866,0.91265,0.73423,0.77401,0.66935,0.90841,0.000712282,0.000712282,0.000712282
86,426.349,0.9004,0.69104,1.02036,0.71963,0.91359,0.89588,0.74202,0.73673,0.65453,0.89612,0.000639518,0.000639518,0.000639518
87,430.877,0.89837,0.65074,1.01907,0.68406,0.91359,0.87663,0.72874,0.68019,0.67799,0.88302,0.000571106,0.000571106,0.000571106
88,435.909,0.83343,0.65035,0.97976,0.75622,0.84712,0.87874,0.72678,0.689,0.68624,0.88455,0.000507115,0.000507115,0.000507115
89,440.17,0.84905,0.63812,0.98188,0.78299,0.84603,0.88627,0.73009,0.70936,0.66691,0.88788,0.000447606,0.000447606,0.000447606
90,444.813,0.89037,0.65349,1.03131,0.79039,0.83918,0.89066,0.73104,0.71795,0.66144,0.88699,0.00039264,0.00039264,0.00039264
91,452.363,0.83308,0.69779,1.00873,0.84347,0.85832,0.90069,0.73227,0.75562,0.65662,0.89536,0.00034227,0.00034227,0.00034227
92,457.668,0.80272,0.65663,0.98465,0.86167,0.84242,0.89275,0.71611,0.80706,0.70132,0.90916,0.000296546,0.000296546,0.000296546
93,462.675,0.83956,0.63195,1.00333,0.75505,0.68685,0.81352,0.59099,0.98054,1.10902,0.95804,0.000255513,0.000255513,0.000255513
94,466.767,0.79981,0.64329,0.97276,0.803,0.55152,0.76081,0.49972,1.20772,1.3531,1.03951,0.000219212,0.000219212,0.000219212
95,471.534,0.79043,0.60419,0.96726,0.80372,0.59214,0.78238,0.48662,1.34755,1.365,1.10283,0.000187678,0.000187678,0.000187678
96,476.396,0.81708,0.62356,0.98927,0.80742,0.62843,0.77454,0.45275,1.52169,1.36042,1.196,0.000160943,0.000160943,0.000160943
97,480.378,0.78888,0.59799,0.99474,0.7605,0.58343,0.76907,0.48632,1.3212,1.25925,1.09414,0.000139032,0.000139032,0.000139032
98,485.538,0.77721,0.59876,0.97924,0.88363,0.59427,0.77323,0.54272,1.09873,1.16169,1.00191,0.000121968,0.000121968,0.000121968
99,489.744,0.78569,0.592,0.98913,0.82096,0.75313,0.84816,0.64661,0.94811,0.8729,0.95306,0.000109768,0.000109768,0.000109768
100,493.906,0.79452,0.58443,0.97563,0.80717,0.8824,0.90674,0.69409,0.91444,0.69731,0.9424,0.000102443,0.000102443,0.000102443
